NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
PARQUE NATURAL MUNICIPAL DE PETRóPOLIS,Parque,PI,municipal,"2007",Decreto nº 471 de 16/05/2007,03/11/2009,0390.33.1516,Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Petrópolis - RJ
PARQUE NATURAL MUNICIPAL DE SERTãO,Parque,PI,municipal,"1998",Lei ordinária nº 1.170/98 de 04/09/1998,19/04/2018,2050.43.1948,"Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente de Sertão - RS"
PARQUE NACIONAL DA LAGOA DO PEIXE,Parque,PI,federal,"1986",Decreto nº 93546 de 06/11/1986,11/07/2012,0000.00.0140,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL SALÃO DE PEDRAS,Parque,PI,municipal,"1999",Lei orgânica nº 1594 de 29/11/1999,09/08/2012,1750.31.2730,Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG
PARQUE NATURAL MUNICIPAL MORRO DO CÉU,Parque,PI,municipal,"2008",Lei ordinária nº 5.207 de 30/08/2008,03/05/2011,0460.42.1913,Fundação do Meio Ambiente de Criciúma - SC
PARQUE ESTADUAL DO MORRO DO DIABO,Parque,PI,estadual,"1941",Decreto nº 12.279 de 30/10/1941,29/09/2017,0000.35.0816,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DO JARAGUÁ,Parque,PI,estadual,"1961",Decreto nº 38391 de 04/05/1961,29/09/2017,0000.35.0859,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DA CACHOEIRA DA FUMAçA,Parque,PI,estadual,"2009",Decreto nº Nº 2220-R de 21/02/2009,02/06/2016,0000.32.1831,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE ESTADUAL DE CAMPINHOS,Parque,PI,estadual,"1960",Decreto nº 31.030 de 20/07/1960,07/04/2017,0000.41.0513,Instituto Ambiental do Paraná
PARQUE ESTADUAL RIO PRETO,Parque,PI,estadual,"1994",Decreto nº 35611 de 02/06/1994,29/08/2012,0000.31.0362,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL MORRO DA PESCARIA,Parque,PI,municipal,"2007",Lei ordinária nº 2790 de 27/12/2007,05/11/2013,0240.32.2939,Secretaria Municipal de Meio Ambiente e Agricultura de Guarapari - ES
PARQUE NATURAL MUNICIPAL DE ITAPERUNA,Parque,PI,municipal,"2014",Decreto nº 3403 de 27/03/2014,11/07/2017,0220.33.3044,Secretaria Municipal do Ambiente de Itaperuna - RJ
PARQUE NATURAL MUNICIPAL MORADA DOS CORRêAS,Parque,PI,municipal,"2008",Decreto nº 281 de 14/06/2008,12/07/2008,0430.33.1623,Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ
PARQUE NATURAL MUNICIPAL TEMPLO DOS PILARES,Parque,PI,municipal,"2003",Decreto nº 054 de 05/06/2003,18/10/2017,0025.50.1990,"Secretaria Municipal de Desenvolvimento, Agricultura, Pecuária, Turismo e Meio Ambiente de Alcinópolis - MS"
PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ,Parque,PI,municipal,"2013",Lei ordinária nº 9321 de 04/09/2013,22/07/2014,0540.42.3029,Prefeitura Municipal de Florianópolis - SC
PARQUE ESTADUAL DO PRELADO,Parque,PI,estadual,"2013",Lei ordinária nº 14.982 de 09/04/2013,29/09/2017,0000.35.1679,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DO ARAGUAIAA,Parque,PI,estadual,"2001",Lei ordinária nº 7.517 de 28/09/2001,22/08/2010,0000.51.1917,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL,Parque,PI,municipal,"2017",Lei ordinária nº 3752/2017 de 25/07/2017,24/07/2017,0230.42.3536,Fundação Municipal de Meio Ambiente de Biguaçu - SC
PARQUE MUNICIPAL NATURAL DA BOA ESPERANçA,Parque,PI,municipal,"2001",Lei complementar nº 001 de 07/06/2001,01/12/2015,1360.29.2321,Prefeitura Municipal de Ilhéus - BA
PARQUE ESTADUAL BIRIBIRI,Parque,PI,estadual,"1998",Decreto nº 39.909 de 22/09/1998,29/08/2012,0000.31.0388,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL DO CANCãO,Parque,PI,municipal,"2007",Decreto nº 085/2007 de 14/11/2007,27/06/2013,0005.16.2855,Prefeitura Municipal de Serra do Navio - AP
PARQUE NACIONAL DO ACARI,Parque,PI,federal,e 2016 de 11/05/2016,Decreto nº 11 de maio de 2016 de 11/05/2016,18/05/2016,0000.00.3410,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA,Parque,PI,municipal,"2006",Decreto nº 7954 de 25/07/2006,13/11/2012,0820.42.1866,Fundação Municipal do Meio Ambiente de Itajaí - SC
PARQUE ESTADUAL SERRA DO PAPAGAIO,Parque,PI,estadual,"1998",Decreto nº 39793 de 06/08/1998,28/08/2014,0000.31.0406,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL DO CAMPO GRANDE,Parque,PI,municipal,"2011",Decreto nº 17.356/11 de 18/06/2011,20/07/2012,0950.35.2637,Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas
PARQUE ESTADUAL DO DESENGANO,Parque,PI,estadual,"1970",Decreto nº 250 de 13/04/1970,24/02/2014,0000.33.1479,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DO PAPAGAIO-CHARãO,Parque,PI,estadual,"1982",Decreto nº 30.645 de 22/04/1982,04/05/2011,0000.43.2002,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL SERRA DOS REIS,Parque,PI,estadual,"1997",Decreto nº 3910 de 29/12/1997,11/02/2016,0000.11.0774,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
PARQUE NATURAL MUNICIPAL DOM LUIZ GONZAGA FERNANDES,Parque,PI,municipal,"1998",Decreto nº 10179 de 06/06/1998,20/07/2012,0530.32.2651,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
PARQUE NATURAL MUNICIPAL DE MARAPENDI,Parque,PI,municipal,"1978",Lei ordinária nº 61 de 05/07/1978,05/05/2017,0455.33.1789,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NACIONAL DO ITATIAIA,Parque,PI,federal,"1937",Decreto nº 1713 de 14/06/1937,30/07/2012,0000.00.0184,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA SERRA DA CUTIA,Parque,PI,federal,"2001",Decreto nº Sem Número de 01/08/2001,01/02/2016,0000.00.0188,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DE SãO GONçALO,Parque,PI,municipal,"2001",Decreto nº 038/2001 de 17/03/2001,22/06/2018,0490.33.3215,Secretaria Municipal de Meio Ambiente do Município de São Gonçalo - RJ
PARQUE ESTADUAL DE VASSUNUNGA,Parque,PI,estadual,"1970",Decreto nº 52.546 de 27/10/1970,29/09/2017,0000.35.0853,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL VITóRIO PIASSA,Parque,PI,estadual,"2009",Decreto nº 5169 de 31/07/2009,21/03/2016,0000.41.3334,Instituto Ambiental do Paraná
PARQUE ESTADUAL DAS CARNAÚBAS,Parque,PI,estadual,"2006",Decreto nº 28.154 de 21/02/2006,15/02/2016,0000.23.1933,Secretaria do Meio Ambiente do Ceará
PARQUE ESTADUAL DA PEDRA SELADA,Parque,PI,estadual,"2012",Decreto nº 43.640 de 18/06/2012,24/02/2014,0000.33.2722,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL SUCUNDURI,Parque,PI,estadual,"2005",Decreto nº 24810 de 21/01/2005,05/02/2016,0000.13.1009,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE NACIONAL DO PICO DA NEBLINA,Parque,PI,federal,"1979",Decreto nº 83550 de 05/06/1979,27/04/2011,0000.00.0177,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL GRUTA DA ONçA,Parque,PI,municipal,"1988",Lei ordinária nº 3564 de 23/07/1988,20/07/2012,0530.32.2646,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
PARQUE NATURAL MUNICIPAL DA LAGOA DO PEREQUê,Parque,PI,municipal,"2015",Decreto nº 1380 de 27/10/2015,26/02/2018,1350.42.3626,Fundação Municipal do Meio Ambiente de Porto Belo - SC
PARQUE ESTADUAL DO RIO PEIXE,Parque,PI,estadual,"2002",Decreto nº 47.095 de 19/09/2002,02/02/2018,0000.35.0870,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL PICO DO JABRE,Parque,PI,estadual,"1992",Decreto nº 14.834 de 20/10/1992,20/09/2012,0000.25.2336,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,Parque,PI,estadual,"1958",Decreto nº 32283 de 20/05/1958,28/08/2018,0000.35.0826,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL SERRA AZUL,Parque,PI,estadual,"1994",Lei ordinária nº 6.439 de 31/05/1994,07/06/2010,0000.51.0472,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE NACIONAL DA SERRA DOS ORGÃOS,Parque,PI,federal,"1939",Decreto nº 1822 de 30/11/1939,23/04/2010,0000.00.0152,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL VON SCHILGEN,Parque,PI,municipal,"2004",Decreto nº 12137 de 17/12/2004,20/07/2012,0530.32.2650,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
PARQUE NATURAL MUNICIPAL DA CRATERA DE COLôNIA,Parque,PI,municipal,"2007",Decreto nº 48423 de 11/06/2007,20/04/2011,5030.35.1971,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE ESTADUAL DAS FONTES DO IPIRANGA,Parque,PI,estadual,"1969",Decreto nº 52281 de 12/08/1969,12/09/2014,0000.35.2867,Instituto de Botância de São Paulo
PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA,Parque,PI,municipal,"1988",Lei ordinária nº 183/88 de 28/11/1988,20/10/2014,6100.31.3028,Prefeitura Municipal de São Domingos do Prata - MG
PARQUE ESTADUAL VEREDAS DO PERUAÇU,Parque,PI,estadual,"1994",Decreto nº 36.070 de 28/09/1994,21/08/2009,0000.31.0401,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL SÍTIO FUNDÃO,Parque,PI,estadual,"2008",Decreto nº 29307 de 06/06/2008,15/02/2016,0000.23.1930,Secretaria do Meio Ambiente do Ceará
PARQUE NATURAL MUNICIPAL DAS DUNAS DA SABIAGUABA,Parque,PI,municipal,"2006",Decreto nº 11986 de 06/03/2006,23/12/2016,0440.23.3295,Secretaria Municipal de Urbanismo e Meio Ambiente de Fortaleza - CE
PARQUE ESTADUAL DE DOIS IRMÃOS,Parque,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,27/09/2010,0000.26.0966,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE NACIONAL DO JAMANXIM,Parque,PI,federal,"2006",Decreto nº 47570 de 14/02/2006,10/02/2016,0000.00.0267,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DA CACHOEIRA DE SANTO ANTôNIO,Parque,PI,municipal,"2015",Decreto nº 6145/2015 de 16/03/2015,26/10/2016,1800.31.2869,Prefeitura Municipal de Congonhas - MG
PARQUE NATURAL MUNICIPAL DO POXIM,Parque,PI,municipal,"2016",Decreto nº 5370 de 03/08/2016,06/03/2017,0030.28.3459,Secretaria Municipal de Meio Ambiente de Aracaju - SE
PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO,Parque,PI,municipal,"1983",Lei ordinária nº 2796 de 07/07/1983,13/03/2012,0410.26.2060,Prefeitura Municipal de Caruaru - PE
PARQUE ESTADUAL ACARAI,Parque,PI,estadual,"2005",Decreto nº 3517 de 23/09/2005,23/02/2016,0000.42.0791,Fundação de Meio Ambiente de Santa Catarina
PARQUE NATURAL MUNICIPAL DO TRABIJU,Parque,PI,municipal,"1979",Lei ordinária nº 1627 de 27/06/1979,13/08/2012,3800.35.2723,Secretaria de Governo - Prefeitura de Pindamonhangaba
PARQUE ESTADUAL SERRA DO ROLA MOÇA,Parque,PI,estadual,"1994",Decreto nº 36071 de 28/09/1994,03/09/2009,0000.31.0398,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS,Parque,PI,estadual,"1996",Lei complementar nº 5.982 de 26/07/1996,19/02/2016,0000.15.1021,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ,Parque,PI,municipal,"2004",Lei orgânica nº 2205 de 25/06/2004,18/05/2015,0510.52.1947,Secretaria Municipal de Meio Ambiente de Catalão - GO
PARQUE ESTADUAL DE PALMAS,Parque,PI,estadual,"2007",Decreto nº 1.530 de 02/10/2007,02/05/2016,0000.41.0552,Instituto Ambiental do Paraná
PARQUE NACIONAL RESTINGA DE JURUBATIBA,Parque,PI,federal,"1998",Decreto nº 29/04/07 de 29/04/1998,27/09/2007,0000.00.0141,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DE PACAÁS NOVOS,Parque,PI,federal,"1979",Decreto nº 84019 de 21/09/1979,11/03/2010,0000.00.0163,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL MARINHO DE AREIA VERMELHA,Parque,PI,estadual,"2000",Decreto nº 21.263 de 29/08/2000,31/03/2014,0000.25.0484,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE ESTADUAL ÁGUAS DA BILLINGS,Parque,PI,estadual,"2018",Decreto nº 63324 de 30/03/2018,07/05/2018,0000.35.3656,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DE MONTEZUMA,Parque,PI,estadual,"2007",Decreto nº s/nº de 29/09/2007,21/08/2009,0000.31.1775,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DO LAJEADO,Parque,PI,estadual,"2001",Lei ordinária nº 1.224 de 11/05/2001,20/04/2016,0000.17.1488,Instituto Natureza do Tocantins
PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS,Parque,PI,estadual,"1991",Decreto nº 11.902 de 11/06/1991,03/03/2011,0000.21.1886,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
PARQUE ESTADUAL QUARTA COLôNIA,Parque,PI,estadual,"2005",Decreto nº 44.186 de 20/12/2005,29/04/2011,0000.43.2004,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL DA SERRA DO MAR,Parque,PI,estadual,"1977",Decreto nº 10251 de 31/08/1977,31/08/2018,0000.35.0798,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DO MORRO DO CHAPÉU,Parque,PI,estadual,"1998",Decreto nº 7.413 de 18/08/1998,01/12/2015,0000.29.0296,Secretaria do Meio Ambiente da Bahia
PARQUE NATURAL MUNICIPAL MORRO DO OURO,Parque,PI,municipal,"2004",Decreto nº 03/2004 de 28/01/2004,24/04/2017,0270.35.3143,"Secretaria Municipal de Turismo, Cultura e Meio Ambiente -  Prefeitura de Apiaí - SP"
PARQUE ESTADUAL DE ITAPUã,Parque,PI,estadual,"1991",Decreto nº 33.886 de 12/03/1991,12/09/2018,0000.43.1994,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE,Parque,PI,municipal,"2006",Decreto nº 8078 de 14/12/2006,29/08/2011,0810.24.1851,Secretaria Municipal de Meio Ambiente e Urbanismo de Natal - RN
PARQUE ESTADUAL DE IBICATU,Parque,PI,estadual,"1982",Decreto nº 4835 de 17/02/1982,19/04/2016,0000.41.0522,Instituto Ambiental do Paraná
PARQUE ESTADUAL DA ILHA ANCHIETA,Parque,PI,estadual,"1977",Decreto nº 9629 de 30/03/1977,29/09/2017,0000.35.0856,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL SERRA DA MOCIDADE,Parque,PI,federal,"1989",Decreto nº S/N de 29/04/1989,02/02/2016,0000.00.0189,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,Parque,PI,estadual,"1989",Decreto nº 30.591 de 13/10/1989,29/09/2017,0000.35.0825,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL DE GOVERNADOR VALADARES/MG,Parque,PI,municipal,"2011",Decreto nº 9.532 de 06/06/2011,06/09/2013,2770.31.2814,"Secretaria de Meio Ambiente, Agricultura e Abastecimento, Governador Valadares / MG"
PARQUE NATURAL MUNICIPAL DO CÓRREGO CUMANDAí,Parque,PI,municipal,"2001",Decreto nº 044/2001 de 25/08/2001,18/09/2007,0570.50.1510,Prefeitura Municipal de Naviraí - MS
PARQUE NACIONAL DOS CAMPOS GERAIS,Parque,PI,federal,"2006",Decreto nº S/N de 24/03/2006,04/12/2007,0000.00.0277,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL SERRA NEGRA,Parque,PI,estadual,"1998",Decreto nº 39907 de 23/09/1998,21/08/2009,0000.31.0393,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL JOSé GUILHERME MERQUIOR,Parque,PI,municipal,"2000",Decreto nº 19143 de 16/11/2000,21/06/2016,0455.33.1805,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DO ITACOLOMI,Parque,PI,estadual,"1967",Lei ordinária nº 4495 de 15/06/1967,26/11/2012,0000.31.0413,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL MATA DE DUAS LAGOAS,Parque,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,05/09/2017,0000.26.3308,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE ESTADUAL DO DELTA DO JACUí,Parque,PI,estadual,"1976",Decreto nº 24385 de 30/01/1976,13/09/2018,0000.43.2000,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL MATA SECA,Parque,PI,estadual,"2000",Decreto nº 41479 de 21/12/2000,21/08/2009,0000.31.0391,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL RIACHO ESTRELA,Parque,PI,municipal,"2018",Decreto nº 134/2017 de 16/01/2018,10/10/2018,0080.21.3615,Prefeitura Municipal de Anapurus - MA
PARQUE NATURAL MUNICIPAL DAS ORQUÍDEAS JOSÉ PINHEIRO DE SOUZA,Parque,PI,municipal,"2002",Lei ordinária nº 1.115/02 de 11/12/2002,25/04/2017,1710.52.3273,Prefeitura Municipal de Piracanjuba - GO
PARQUE NATURAL MUNICIPAL DOS PURIS,Parque,PI,municipal,"2013",Decreto nº 014/2006 de 25/09/2013,20/07/2017,0420.32.2908,Prefeitura Municipal de Piúma - ES
PARQUE NACIONAL DE BOA NOVA,Parque,PI,federal,"2010",Decreto nº S/Nº de 14/06/2010,16/07/2010,0000.00.1908,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DA SERRA DO TABULEIRO,Parque,PI,estadual,"1975",Decreto nº 1260 de 07/11/1975,27/03/2018,0000.42.0786,Fundação de Meio Ambiente de Santa Catarina
PARQUE NATURAL MUNICIPAL SABIá-LARANJEIRA DE ROSAL.,Parque,PI,municipal,"2002",Lei ordinária nº 681 de 31/05/2002,22/09/2017,0060.33.3417,Prefeitura Municipal de Bom Jesus do Itabapoana - RJ
PARQUE NATURAL MUNICIPAL DA CAIXA D´ÁGUA,Parque,PI,municipal,"2008",Decreto nº 5486 de 19/11/2008,11/01/2016,0170.33.3231,"Secretaria Municipal de Meio Ambiente, Agricultura e Abastecimento de Duque de Caxias - RJ"
PARQUE NACIONAL DAS EMAS,Parque,PI,federal,"1961",Decreto nº 49874 de 11/01/1961,04/12/2007,0000.00.0155,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL CAIXA D ÁGUA,Parque,PI,municipal,"2008",Decreto nº 280 de 14/06/2008,05/01/2010,0430.33.1622,Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ
PARQUE NATURAL MUNICIPAL NASCENTE DO JAIBI,Parque,PI,municipal,"2015",Decreto nº 1102/2015 de 27/08/2015,25/07/2016,0185.33.3335,Secretaria Municipal do Ambiente de Guapimirim - RJ
PARQUE NATURAL MUNICIPAL FAZENDA SANTA CECÍLIA DO INGÁ,Parque,PI,municipal,"2010",Decreto nº 11.825 de 19/08/2010,05/12/2013,0630.33.1568,Prefeitura Municipal de Volta Redonda - RJ
PARQUE ESTADUAL DOM OSÓRIO STOFFEL,Parque,PI,estadual,"2002",Decreto nº 5.437 de 12/11/2002,28/11/2013,0000.51.0460,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE NACIONAL MARINHO DOS ABROLHOS,Parque,PI,federal,"1983",Decreto nº 88218 de 06/04/1983,29/11/2007,0000.00.0185,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA,Parque,PI,municipal,"1983",Decreto nº 4105 de 06/06/1983,29/12/2016,0455.33.1786,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DO MATUPIRI,Parque,PI,estadual,"2009",Decreto nº 28.424 de 30/03/2009,04/02/2016,0000.13.1736,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE ESTADUAL  DA ILHA DO CARDOSO,Parque,PI,estadual,"1962",Decreto nº 40319 de 03/07/1962,01/08/2018,0000.35.0841,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL VISTA ALEGRE,Parque,PI,municipal,"2012",Decreto nº 427 de 08/05/2012,08/08/2012,0690.41.2604,Secretaria Municipal de Meio Ambiente de Curitiba - PR
PARQUE ESTADUAL RIO NEGRO SETOR SUL,Parque,PI,estadual,"1995",Decreto nº 16497 de 02/04/1995,06/05/2016,0000.13.1006,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE ESTADUAL DA COSTA DO SOL,Parque,PI,estadual,"2011",Decreto nº 42929 de 19/04/2011,24/02/2014,0000.33.2732,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,Parque,PI,federal,"2002",Decreto nº S/N de 16/07/2002,29/04/2011,0000.00.0156,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO LIVRAMENTO,Parque,PI,municipal,"2018",Decreto nº 5187 de 30/06/2018,01/10/2018,0120.33.3752,Secretaria Municipal de Meio Ambiente e Defesa Civil de Carmo - RJ
PARQUE NACIONAL MAPINGUARI,Parque,PI,federal,"2008",Decreto nº S/N de 06/06/2008,01/02/2016,0000.00.1633,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL RIO NEGRO SETOR NORTE,Parque,PI,estadual,"1995",Decreto nº 16497 de 02/04/1995,04/02/2016,0000.13.1007,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE ESTADUAL ALBERTO LöFGREN,Parque,PI,estadual,"1968",Lei ordinária nº Lei 10228 de 24/09/1968,17/05/2016,0000.35.2559,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
PARQUE ESTADUAL DA SERRA DA ESPERANÇA,Parque,PI,estadual,"2010",Decreto nº 9110 de 23/12/2010,27/04/2016,0000.41.2260,Instituto Ambiental do Paraná
PARQUE ESTADUAL DA LAPA GRANDE,Parque,PI,estadual,"2006",Decreto nº 44204 de 10/01/2006,21/08/2009,0000.31.0938,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DO AGUAPEÍ,Parque,PI,estadual,"1998",Decreto nº 43269 de 03/07/1998,15/02/2018,0000.35.0845,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL DA SERRA DO PARDO,Parque,PI,federal,"2005",Decreto nº S/N de 17/02/2005,15/02/2016,0000.00.0151,Instituto Chico Mendes de Conservação da Biodiversidade
