NOMEUC;CODUC;PROCESSO;EMPREENDIMENTO;EMPREENDEDOR;DESTINACAO;APLICACAO;ACAODEST;ACAOAPL;REUNIAO;TIPO;DATA
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;0000.33.1482;02001.001091/2016-91;ATIVID PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO MARICÁ - LULA ALTO;PETROBRAS;448496,18;;0;;48;O;06/30/16
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;0000.33.1482;02001.001092/2016-36;ATIVID PROD E ESCOAMENTO PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS-ETAPA 2 FPSO SAQUAREMA-LULA CENTRAL;PETROBRAS;502594,76;;0;;48;O;06/30/16
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;0000.33.1482;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;249344,95;;0;;48;O;06/30/16
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;0000.33.1482;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;500000;;0;;48;O;06/30/16
PARQUE ESTADUAL CUNHAMBEBE;0000.33.1620;02001.001091/2016-91;ATIVID PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO MARICÁ - LULA ALTO;PETROBRAS;448496,18;;0;;48;O;06/30/16
PARQUE ESTADUAL CUNHAMBEBE;0000.33.1620;02001.001092/2016-36;ATIVID PROD E ESCOAMENTO PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS-ETAPA 2 FPSO SAQUAREMA-LULA CENTRAL;PETROBRAS;502594,76;;0;;48;O;06/30/16
PARQUE ESTADUAL CUNHAMBEBE;0000.33.1620;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;249344,95;;0;;48;O;06/30/16
PARQUE ESTADUAL CUNHAMBEBE;0000.33.1620;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;500000;;0;;48;O;06/30/16
PARQUE ESTADUAL DO ITINGUÇU;0000.35.1677;02001.001091/2016-91;ATIVID PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO MARICÁ - LULA ALTO;PETROBRAS;298997,45;;0;;48;O;06/30/16
PARQUE ESTADUAL DO ITINGUÇU;0000.35.1677;02001.001092/2016-36;ATIVID PROD E ESCOAMENTO PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS-ETAPA 2 FPSO SAQUAREMA-LULA CENTRAL;PETROBRAS;335063,17;;0;;48;O;06/30/16
PARQUE ESTADUAL LAGAMAR DE CANANEIA;0000.35.1678;02001.001091/2016-91;ATIVID PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO MARICÁ - LULA ALTO;PETROBRAS;298997,45;;0;;48;O;06/30/16
